Лемма	positive		negative		not positive	pos fraction		pos fraction without Moscow		mean pos percentage		mean neg percentage		pos neg ratio		percentage defect		rank defect	
дерибаска	0	0	47	47	25	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.03	0.00	0.00	0.00	0.00	1.00	1.00
долбан	0	0	320	317	380	0.00	0.00	0.00	0.00	0.00	0.00	0.15	0.03	0.00	0.00	0.00	0.00	1.00	1.00
горбовик	5	5	3	3	14	62.50	62.50	62.50	62.50	0.24	0.00	0.01	0.00	31.46	0.00	0.01	0.00	0.25	1.00
кастрюлить	2	2	1	1	12	66.67	66.67	100.00	100.00	0.01	0.00	0.00	0.00	82.84	0.00	0.00	0.00	0.00	1.00
аргишить	0	0	5	5	9	0.00	0.00	0.00	0.00	0.00	0.00	0.06	0.00	0.00	0.00	0.00	0.00	1.00	1.00
садинка	1	1	2	2	3	33.33	33.33	100.00	100.00	0.00	0.00	0.00	0.00	22.07	0.00	0.00	0.00	0.00	1.00
лапшак	0	0	1	1	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00
Барнауполь	0	0	2	2	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00
сморода	3	3	166	163	117	1.78	1.81	2.16	2.21	0.02	0.00	0.27	0.19	0.09	0.00	0.91	0.00	1.00	1.00
балок	4	2	73	72	65	5.19	2.70	8.00	4.26	0.37	0.00	0.06	0.02	6.03	0.00	0.09	0.00	0.44	1.00
несграбный	1	1	3	3	6	25.00	25.00	50.00	50.00	0.00	0.00	0.00	0.00	0.43	0.00	0.57	0.00	1.00	1.00
домашники	2	2	280	277	161	0.71	0.72	2.35	2.44	0.07	0.00	0.20	0.02	0.34	0.00	0.66	0.00	1.00	1.00
садоогород	4	4	1	1	14	80.00	80.00	80.00	80.00	0.06	0.00	0.01	0.00	10.15	0.00	0.00	0.00	0.00	1.00
кеч	0	0	284	281	189	0.00	0.00	0.00	0.00	0.00	0.00	1.26	1.26	0.00	0.00	0.00	0.00	1.00	1.00
аргиш	15	0	32	32	51	31.91	0.00	60.00	0.00	1.81	0.00	0.02	0.00	90.60	0.00	0.00	0.00	0.00	1.00
залепа	1	1	1	1	0	50.00	50.00	50.00	50.00	0.01	0.00	0.01	0.00	0.71	0.00	0.29	0.00	1.00	1.00
синьга	1	1	9	9	11	10.00	10.00	16.67	16.67	0.00	0.00	0.01	0.00	0.36	0.00	0.64	0.00	1.00	1.00
жулькать	12	12	16	16	19	42.86	42.86	44.44	44.44	0.01	0.00	0.02	0.00	0.61	0.00	0.54	0.00	0.64	1.00
вербач	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	1.00	1.00
вотячьё	1	1	2	2	0	33.33	33.33	33.33	33.33	0.02	0.00	0.00	0.00	3.42	0.00	0.00	0.00	0.00	1.00
местовое	4	4	7	7	14	36.36	36.36	66.67	66.67	0.00	0.00	0.00	0.00	0.85	0.00	0.15	0.00	1.00	1.00
чушкарство	0	0	3	3	1	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	1.00	1.00
мамбетка	3	3	1	1	4	75.00	75.00	75.00	75.00	0.02	0.00	0.00	0.00	56.51	0.00	0.00	0.00	0.00	1.00
каслать	0	0	21	16	9	0.00	0.00	0.00	0.00	0.00	0.00	0.64	0.00	0.00	0.00	0.00	0.00	1.00	1.00
шатальщик	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00
мульский	1	1	2	2	1	33.33	33.33	33.33	33.33	0.01	0.00	0.00	0.00	10.23	0.00	0.00	0.00	0.00	1.00
перетяга	1	1	0	0	0	100.00	100.00	100.00	100.00	0.01	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
толобы	0	0	2	2	3	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	1.00	1.00
копщик	2	2	24	24	9	7.69	7.69	10.00	10.00	0.01	0.00	0.04	0.04	0.22	0.00	0.78	0.00	1.00	1.00
похожка	0	0	5	5	6	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	1.00	1.00
оторвановка	0	0	6	6	2	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	1.00	1.00
гомонок	4	4	12	10	10	25.00	28.57	30.77	36.36	0.01	0.00	0.09	0.00	0.07	0.00	0.93	0.00	1.00	1.00
блондить	3	3	7	7	4	30.00	30.00	37.50	37.50	0.01	0.00	0.02	0.00	0.65	0.00	0.35	0.00	1.00	1.00
одикнуть	0	0	15	15	12	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	1.00	1.00
анакомчик	0	0	2	2	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00
рыпа	1	1	69	69	84	1.43	1.43	2.17	2.17	0.01	0.00	0.26	0.03	0.05	0.00	0.95	0.00	1.00	1.00
хамыри	2	2	3	3	1	40.00	40.00	50.00	50.00	0.04	0.00	0.00	0.00	24.02	0.00	0.00	0.00	0.00	1.00
самориск	4	4	0	0	1	100.00	100.00	100.00	100.00	0.02	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
шафрейка	0	0	3	3	1	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	1.00	1.00
полублагоустроенный	9	9	2	2	2	81.82	81.82	81.82	81.82	0.01	0.00	0.00	0.00	5.28	0.00	0.13	0.00	0.11	1.00
бормаш	2	2	5	5	4	28.57	28.57	100.00	100.00	0.01	0.00	0.00	0.00	25.71	0.00	0.00	0.00	0.00	1.00
Улановка	4	4	10	10	16	28.57	28.57	30.77	30.77	0.48	0.00	0.06	0.06	7.91	0.00	0.00	0.00	0.00	1.00
бичевоз	3	3	11	11	13	21.43	21.43	37.50	37.50	0.01	0.00	0.04	0.00	0.40	0.00	0.60	0.00	1.00	1.00
измохратить	2	2	3	3	5	40.00	40.00	40.00	40.00	0.01	0.00	0.04	0.00	0.16	0.00	0.85	0.00	0.75	1.00
чебэшка	0	0	2	2	0	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	1.00	1.00
Бирик	9	5	2	2	18	81.82	71.43	90.00	83.33	0.35	0.00	0.00	0.00	1036.84	0.00	0.00	0.00	0.00	1.00
ижмуртский	0	0	7	7	15	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00
сахалярка	1	0	2	2	6	33.33	0.00	50.00	0.00	0.14	0.00	0.00	0.00	54.62	0.00	0.00	0.00	0.00	1.00
селюковский	3	3	2	2	5	60.00	60.00	60.00	60.00	0.00	0.00	0.00	0.00	0.23	0.00	0.77	0.00	1.00	1.00
бичиха	11	10	21	21	33	34.38	32.26	36.67	34.48	0.05	0.00	0.02	0.00	1.98	0.00	0.14	0.00	0.24	1.00
Симферпуль	2	2	1	1	7	66.67	66.67	66.67	66.67	0.01	0.00	0.00	0.00	19.08	0.00	0.00	0.00	0.00	1.00
оптарь	4	4	2	2	4	66.67	66.67	100.00	100.00	0.03	0.00	0.00	0.00	163.97	0.00	0.00	0.00	0.00	1.00
явочка	4	4	14	14	13	22.22	22.22	30.77	30.77	0.05	0.00	0.05	0.00	0.94	0.00	0.06	0.00	1.00	1.00
бичарня	0	0	10	10	6	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	1.00	1.00
опанелка	4	4	1	1	0	80.00	80.00	80.00	80.00	0.01	0.00	0.00	0.00	4.43	0.00	0.05	0.00	0.11	1.00
единка	2	2	17	17	9	10.53	10.53	18.18	18.18	0.07	0.00	0.04	0.00	1.91	0.00	0.00	0.00	0.00	1.00
крутчик	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	1.00	1.00
хозбат	0	0	2	2	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00
граз	4	4	95	94	110	4.04	4.08	6.67	6.78	0.14	0.00	0.12	0.00	1.14	0.00	0.00	0.00	0.00	1.00
Старочек	2	2	4	4	1	33.33	33.33	100.00	100.00	0.01	0.00	0.00	0.00	20.57	0.00	0.00	0.00	0.00	1.00
ленпроект	0	0	14	14	21	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00
лобань	4	4	13	12	30	23.53	25.00	30.77	33.33	0.01	0.00	0.05	0.00	0.13	0.00	0.87	0.00	1.00	1.00
захилять	2	2	2	2	4	50.00	50.00	50.00	50.00	0.02	0.00	0.00	0.00	22.50	0.00	0.00	0.00	0.00	1.00
максать	4	4	27	27	33	12.90	12.90	15.38	15.38	0.02	0.00	0.03	0.00	0.58	0.00	0.42	0.00	1.00	1.00
родовик	0	0	12	12	15	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	1.00	1.00
ловки	1	1	0	0	0	100.00	100.00	100.00	100.00	0.01	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
буузная	3	3	14	14	5	17.65	17.65	50.00	50.00	0.36	0.00	0.01	0.00	26.69	0.00	0.00	0.00	0.00	1.00
грохотка	0	0	1	1	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00
перекид	0	0	60	60	63	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.04	0.00	0.00	0.00	0.00	1.00	1.00
семский	1	1	5	5	10	16.67	16.67	16.67	16.67	0.01	0.00	0.11	0.00	0.06	0.00	0.94	0.00	1.00	1.00
килец	0	0	5	5	5	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	1.00	1.00
жамка	1	1	47	47	26	2.08	2.08	3.45	3.45	0.03	0.00	0.17	0.17	0.17	0.00	0.83	0.00	1.00	1.00
царанский	1	1	2	2	0	33.33	33.33	100.00	100.00	0.01	0.00	0.00	0.00	64.75	0.00	0.00	0.00	0.00	1.00
бузная	0	0	3	3	2	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	1.00	1.00
бодыч	3	3	2	2	1	60.00	60.00	60.00	60.00	0.01	0.00	0.00	0.00	8.47	0.00	0.00	0.00	0.00	1.00
двухквартирник	1	1	1	1	0	50.00	50.00	50.00	50.00	0.00	0.00	0.01	0.00	0.24	0.00	0.76	0.00	1.00	1.00
Кишин	0	0	29	29	32	0.00	0.00	0.00	0.00	0.00	0.00	0.18	0.18	0.00	0.00	0.00	0.00	1.00	1.00
пиджачка	0	0	71	71	76	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.01	0.00	0.00	0.00	0.00	1.00	1.00
тяма	0	0	4	4	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00
бичёвка	6	6	81	79	83	6.90	7.06	10.34	10.71	0.02	0.00	0.18	0.01	0.12	0.00	0.88	0.00	1.00	1.00
бендюжка	2	2	1	1	0	66.67	66.67	66.67	66.67	0.01	0.00	0.01	0.00	1.04	0.00	0.37	0.00	0.50	1.00
молодожёнка	1	1	23	23	36	4.17	4.17	9.09	9.09	0.03	0.00	0.05	0.00	0.64	0.00	0.36	0.00	1.00	1.00
ульяновка	1	1	219	216	177	0.45	0.46	0.55	0.56	0.02	0.00	0.25	0.15	0.06	0.00	0.94	0.00	1.00	1.00
Зеленбург	0	0	1	1	3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00
дрягаться	1	1	6	6	7	14.29	14.29	100.00	100.00	0.01	0.00	0.00	0.00	18.93	0.00	0.00	0.00	0.00	1.00
кавэшка	0	0	2	2	3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00
кутыряться	1	1	2	2	0	33.33	33.33	100.00	100.00	0.01	0.00	0.00	0.00	35.14	0.00	0.00	0.00	0.00	1.00
бичёвник	7	7	14	14	12	33.33	33.33	46.67	46.67	0.03	0.00	0.01	0.00	3.51	0.00	0.00	0.00	0.00	1.00
Хитроград	1	0	1	1	2	50.00	0.00	50.00	0.00	0.24	0.00	0.02	0.00	15.03	0.00	0.00	0.00	0.00	1.00
гондобить	0	0	3	3	8	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00
вовсюда	6	6	52	51	39	10.34	10.53	14.63	15.00	0.03	0.00	0.07	0.01	0.40	0.00	0.67	0.00	0.38	1.00
карпала	1	1	0	0	3	100.00	100.00	100.00	100.00	0.01	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
ленпроектовский	0	0	1	1	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00
ладки	4	4	154	154	90	2.53	2.53	3.81	3.81	0.03	0.00	0.22	0.22	0.15	0.00	0.85	0.00	1.00	1.00
Чебоксы	0	0	3	3	2	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	1.00	1.00
шобон	0	0	2	2	1	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.00	0.00	0.00	0.00	0.00	1.00	1.00
апушка	1	1	9	9	6	10.00	10.00	20.00	20.00	0.02	0.00	0.02	0.00	0.89	0.00	0.11	0.00	1.00	1.00
боровок	4	4	126	126	117	3.08	3.08	5.71	5.71	0.05	0.00	0.42	0.77	0.11	0.00	0.89	0.00	1.00	1.00
богадул	1	1	3	3	2	25.00	25.00	25.00	25.00	0.01	0.00	0.05	0.00	0.13	0.00	0.87	0.00	1.00	1.00
копшак	0	0	6	6	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00
дикнуть	1	1	1	1	4	50.00	50.00	100.00	100.00	0.02	0.00	0.00	0.00	156.99	0.00	0.00	0.00	0.00	1.00
блондиться	4	4	6	6	13	40.00	40.00	57.14	57.14	0.04	0.00	0.00	0.00	19.31	0.00	0.00	0.00	0.00	1.00
мультифора	1	1	6	6	7	14.29	14.29	100.00	100.00	0.01	0.00	0.00	0.00	21.12	0.00	0.00	0.00	0.00	1.00
бодяться	1	1	2	2	3	33.33	33.33	100.00	100.00	0.00	0.00	0.00	0.00	12.07	0.00	0.00	0.00	0.00	1.00
растринькать	4	4	0	0	2	100.00	100.00	100.00	100.00	0.00	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
каскадник	1	1	2	2	1	33.33	33.33	33.33	33.33	0.01	0.00	0.01	0.00	1.83	0.00	0.00	0.00	0.00	1.00
шахер	0	0	50	50	31	0.00	0.00	0.00	0.00	0.00	0.00	0.14	0.14	0.00	0.00	0.00	0.00	1.00	1.00
шишкарить	0	0	1	1	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00
бозо	1	1	27	27	36	3.57	3.57	8.33	8.33	0.07	0.00	0.04	0.00	1.70	0.00	0.00	0.00	0.00	1.00
блондать	1	1	2	2	2	33.33	33.33	50.00	50.00	0.00	0.00	0.01	0.00	0.39	0.00	0.61	0.00	1.00	1.00
балахманный	1	1	2	2	2	33.33	33.33	100.00	100.00	0.00	0.00	0.00	0.00	0.80	0.00	0.20	0.00	1.00	1.00
боза	0	0	29	29	7	0.00	0.00	0.00	0.00	0.00	0.00	0.06	0.06	0.00	0.00	0.00	0.00	1.00	1.00
тырсить	1	1	19	19	20	5.00	5.00	7.69	7.69	0.00	0.00	0.02	0.00	0.11	0.00	0.89	0.00	1.00	1.00
бендёжка	3	3	6	6	1	33.33	33.33	37.50	37.50	0.01	0.00	0.06	0.00	0.15	0.00	0.85	0.00	1.00	1.00
пухта	1	1	0	0	0	100.00	100.00	100.00	100.00	0.00	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
сырть	0	0	6	6	17	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	1.00	1.00
микраш	2	2	47	47	33	4.08	4.08	5.26	5.26	0.02	0.00	0.29	0.09	0.05	0.00	0.95	0.00	1.00	1.00
полоскальня	0	0	15	15	4	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	1.00	1.00
фендебоберный	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00
сижка	1	1	14	14	8	6.67	6.67	7.69	7.69	0.00	0.00	0.04	0.00	0.06	0.00	0.94	0.00	1.00	1.00
засыпуха	0	0	3	3	3	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	1.00	1.00
конубри	0	0	1	1	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00
головар	1	1	8	8	5	11.11	11.11	11.11	11.11	0.12	0.00	0.02	0.00	7.42	0.00	0.00	0.00	0.00	1.00
мулёвский	1	1	1	1	3	50.00	50.00	100.00	100.00	0.01	0.00	0.00	0.00	129.50	0.00	0.00	0.00	0.00	1.00
ильмак	3	3	1	1	2	75.00	75.00	75.00	75.00	0.02	0.00	0.00	0.00	14.53	0.00	0.00	0.00	0.00	1.00
каракат	3	3	66	66	44	4.35	4.35	6.98	6.98	0.02	0.00	0.06	0.07	0.37	0.00	0.63	0.00	1.00	1.00
полублаг	1	0	4	4	2	20.00	0.00	25.00	0.00	0.15	0.00	0.00	0.00	124.84	0.00	0.00	0.00	0.00	1.00
рипус	0	0	14	14	31	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	1.00	1.00
ильмовик	1	1	0	0	0	100.00	100.00	100.00	100.00	0.01	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
полкать	2	2	2	2	18	50.00	50.00	66.67	66.67	0.01	0.00	0.00	0.00	3.38	0.00	0.00	0.00	0.00	1.00
горошница	6	6	29	28	45	17.14	17.65	33.33	35.29	0.01	0.00	0.05	0.00	0.22	0.00	0.78	0.00	1.00	1.00
кумэтрия	2	2	4	4	3	33.33	33.33	66.67	66.67	0.03	0.00	0.00	0.00	36.15	0.00	0.00	0.00	0.00	1.00
финдибобер	1	1	2	2	3	33.33	33.33	33.33	33.33	0.01	0.00	0.01	0.00	1.38	0.00	0.00	0.00	0.00	1.00
катанка	2	2	4	4	3	33.33	33.33	40.00	40.00	0.00	0.00	0.01	0.00	0.04	0.00	0.96	0.00	1.00	1.00
хабот	0	0	3	3	0	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	1.00	1.00
чушкарский	1	1	2	2	8	33.33	33.33	50.00	50.00	0.03	0.00	0.00	0.00	88.00	0.00	0.00	0.00	0.00	1.00
биндюжка	1	1	1	1	2	50.00	50.00	100.00	100.00	0.00	0.00	0.00	0.00	44.15	0.00	0.00	0.00	0.00	1.00
бздышка	0	0	9	9	11	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00	1.00	1.00
одяжка	0	0	3	3	4	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	1.00	1.00
богатка	1	1	35	35	7	2.78	2.78	16.67	16.67	0.00	0.00	0.01	0.00	0.64	0.00	0.36	0.00	1.00	1.00
тосаться	2	2	0	0	2	100.00	100.00	100.00	100.00	0.02	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
шандык	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00
казёнщик	0	0	1	1	3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00
квач	1	1	1	1	4	50.00	50.00	50.00	50.00	0.00	0.00	0.00	0.00	0.18	0.00	0.82	0.00	1.00	1.00
чувашлёнок	1	1	0	0	1	100.00	100.00	100.00	100.00	0.02	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
чебурята	1	1	5	5	2	16.67	16.67	16.67	16.67	0.01	0.00	0.06	0.00	0.17	0.00	0.83	0.00	1.00	1.00
карпалить	0	0	1	1	3	0.00	0.00	0.00	0.00	0.00	0.00	0.06	0.00	0.00	0.00	0.00	0.00	1.00	1.00
уёк	4	3	69	67	78	5.48	4.29	8.00	6.38	0.14	0.00	0.18	0.02	0.79	0.00	0.39	0.00	0.50	1.00
мелуза	1	1	3	3	13	25.00	25.00	50.00	50.00	0.01	0.00	0.00	0.00	34.51	0.00	0.00	0.00	0.00	1.00
улановский	0	0	184	184	156	0.00	0.00	0.00	0.00	0.00	0.00	0.30	0.30	0.00	0.00	0.00	0.00	1.00	1.00
хабчик	1	0	3	2	6	25.00	0.00	25.00	0.00	0.15	0.00	0.12	0.00	1.21	0.00	0.00	0.00	0.00	1.00
берик	1	1	168	165	190	0.59	0.60	0.71	0.72	0.01	0.00	1.44	0.37	0.00	0.00	1.00	0.00	1.00	1.00
крепатура	1	1	1	1	0	50.00	50.00	100.00	100.00	0.00	0.00	0.00	0.00	1.60	0.00	0.00	0.00	0.00	1.00
таксичка	3	3	7	7	14	30.00	30.00	42.86	42.86	0.13	0.00	0.03	0.00	3.96	0.00	0.00	0.00	0.00	1.00
глосик	1	1	16	16	12	5.88	5.88	100.00	100.00	0.00	0.00	0.00	0.00	0.10	0.00	0.90	0.00	1.00	1.00
ловитки	0	0	6	6	10	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.00	0.00	0.00	0.00	0.00	1.00	1.00
Слепцовская	3	0	65	65	88	4.41	0.00	6.12	0.00	0.33	0.00	1.28	1.28	0.26	0.00	0.74	0.00	1.00	1.00
багул	2	2	22	22	12	8.33	8.33	11.76	11.76	0.07	0.00	0.03	0.00	2.34	0.00	0.00	0.00	0.00	1.00
мамбетизм	3	3	2	2	23	60.00	60.00	100.00	100.00	0.02	0.00	0.00	0.00	106.02	0.00	0.00	0.00	0.00	1.00
мантышница	1	1	108	108	125	0.92	0.92	1.33	1.33	0.07	0.00	0.46	0.46	0.16	0.00	0.84	0.00	1.00	1.00
схилять	1	1	49	49	42	2.00	2.00	2.17	2.17	0.01	0.00	0.09	0.09	0.08	0.00	0.92	0.00	1.00	1.00
чебешка	1	0	10	10	3	9.09	0.00	11.11	0.00	0.14	0.00	0.04	0.00	3.66	0.00	0.00	0.00	0.00	1.00
хапчик	0	0	15	15	14	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00	1.00	1.00
нартушка	4	0	0	0	2	100.00	0.00	100.00	0.00	0.40	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
прохилять	4	4	14	13	26	22.22	23.53	36.36	40.00	0.01	0.00	0.05	0.00	0.26	0.00	0.78	0.00	0.44	1.00
биндёжка	0	0	3	3	1	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	1.00	1.00
лямой	1	1	25	25	26	3.85	3.85	6.67	6.67	0.00	0.00	0.03	0.00	0.16	0.00	0.84	0.00	1.00	1.00
фендибобер	3	3	7	7	1	30.00	30.00	60.00	60.00	0.01	0.00	0.02	0.00	0.72	0.00	0.46	0.00	0.75	1.00
растягай	2	2	19	19	26	9.52	9.52	14.29	14.29	0.00	0.00	0.02	0.00	0.20	0.00	0.80	0.00	1.00	1.00
ламбина	1	1	83	83	95	1.19	1.19	1.79	1.79	0.02	0.00	0.25	0.25	0.06	0.00	0.94	0.00	1.00	1.00
сахаляр	0	0	3	3	19	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	1.00	1.00
тарань	1	1	0	0	3	100.00	100.00	100.00	100.00	0.00	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
одоробла	0	0	2	2	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00
калега	0	0	230	229	540	0.00	0.00	0.00	0.00	0.00	0.00	0.41	0.41	0.00	0.00	0.00	0.00	1.00	1.00
Архара	1	1	3	3	0	25.00	25.00	25.00	25.00	0.02	0.00	0.05	0.00	0.29	0.00	0.71	0.00	1.00	1.00
багадул	4	4	7	7	7	36.36	36.36	80.00	80.00	0.04	0.00	0.00	0.00	73.90	0.00	0.00	0.00	0.00	1.00
новочекский	2	2	0	0	0	100.00	100.00	100.00	100.00	0.01	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
вихотка	16	16	24	24	44	40.00	40.00	51.61	51.61	0.01	0.00	0.00	0.00	5.32	0.00	0.02	0.00	0.08	1.00
люксовка	1	1	2	2	1	33.33	33.33	50.00	50.00	0.00	0.00	0.00	0.00	6.22	0.00	0.00	0.00	0.00	1.00
Черник	0	0	10	10	7	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	1.00	1.00
солнцекараул	2	2	1	1	3	66.67	66.67	66.67	66.67	0.06	0.00	0.04	0.00	1.43	0.00	0.00	0.00	0.00	1.00
чапыжи	1	1	1	1	8	50.00	50.00	100.00	100.00	0.01	0.00	0.00	0.00	113.56	0.00	0.00	0.00	0.00	1.00
бэрик	0	0	5	5	21	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00	1.00	1.00
прометейка	1	1	1	1	0	50.00	50.00	50.00	50.00	0.06	0.00	0.02	0.00	3.71	0.00	0.00	0.00	0.00	1.00
бэрак	0	0	1	1	9	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00
финдибоберный	0	0	1	1	11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00
скобариха	2	2	1	1	0	66.67	66.67	66.67	66.67	0.00	0.00	0.02	0.00	0.04	0.00	0.96	0.00	1.00	1.00
кульбик	3	3	2	2	2	60.00	60.00	75.00	75.00	0.01	0.00	0.00	0.00	6.74	0.00	0.00	0.00	0.00	1.00
тутник	2	2	1	1	2	66.67	66.67	100.00	100.00	0.03	0.00	0.00	0.00	273.15	0.00	0.00	0.00	0.00	1.00
копаль	3	3	7	7	18	30.00	30.00	37.50	37.50	0.04	0.00	0.01	0.00	6.32	0.00	0.00	0.00	0.00	1.00
калать	0	0	36	36	104	0.00	0.00	0.00	0.00	0.00	0.00	0.19	0.19	0.00	0.00	0.00	0.00	1.00	1.00
йошкинский	0	0	4	4	14	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	1.00	1.00
зимбура	0	0	10	10	2	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.03	0.00	0.00	0.00	0.00	1.00	1.00
неудобица	3	3	14	14	18	17.65	17.65	30.00	30.00	0.01	0.00	0.02	0.00	0.41	0.00	0.63	0.00	0.78	1.00
мастерка	9	9	23	23	11	28.12	28.12	64.29	64.29	0.01	0.00	0.02	0.00	0.65	0.00	0.57	0.00	0.47	1.00
зашаять	2	2	0	0	1	100.00	100.00	100.00	100.00	0.00	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
