Лемма	positive		negative		not positive	pos fraction		pos fraction without Moscow		mean pos percentage		mean neg percentage		pos neg ratio		percentage defect		rank defect	
самориск	4	4	0	0	1	100.00	100.00	100.00	100.00	0.37	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
Симферпуль	2	2	1	1	4	66.67	66.67	66.67	66.67	0.31	0.00	0.01	0.00	21.45	0.00	0.00	0.00	0.00	1.00
синьга	1	1	8	8	8	11.11	11.11	20.00	20.00	0.08	0.00	0.15	0.00	0.57	0.00	0.43	0.00	1.00	1.00
местовое	4	4	5	5	13	44.44	44.44	66.67	66.67	0.01	0.00	0.02	0.00	0.85	0.00	0.15	0.00	1.00	1.00
карпалить	0	0	1	1	3	0.00	0.00	0.00	0.00	0.00	0.00	0.87	0.00	0.00	0.00	0.00	0.00	1.00	1.00
притёс	3	3	7	7	4	30.00	30.00	37.50	37.50	0.26	0.00	0.16	0.00	1.70	0.00	0.00	0.00	0.00	1.00
шамела	0	0	3	3	3	0.00	0.00	0.00	0.00	0.00	0.00	0.20	0.00	0.00	0.00	0.00	0.00	1.00	1.00
улучшенка	6	6	4	3	24	60.00	66.67	60.00	66.67	0.28	0.00	0.48	0.00	0.60	0.00	0.60	0.00	0.24	1.00
скобариха	2	2	1	1	0	66.67	66.67	66.67	66.67	0.02	0.00	0.39	0.00	0.04	0.00	0.96	0.00	1.00	1.00
заколенники	2	2	2	2	4	50.00	50.00	66.67	66.67	0.43	0.00	0.00	0.00	87.93	0.00	0.00	0.00	0.00	1.00
огинаться	1	1	1	1	2	50.00	50.00	100.00	100.00	0.15	0.00	0.00	0.00	73.40	0.00	0.00	0.00	0.00	1.00
чапыжи	1	1	1	1	4	50.00	50.00	100.00	100.00	0.24	0.00	0.00	0.00	113.32	0.00	0.00	0.00	0.00	1.00
оптарь	4	4	2	2	4	66.67	66.67	100.00	100.00	0.64	0.00	0.00	0.00	152.18	0.00	0.00	0.00	0.00	1.00
треста	0	0	4	4	1	0.00	0.00	0.00	0.00	0.00	0.00	0.99	0.00	0.00	0.00	0.00	0.00	1.00	1.00
зимбура	0	0	3	3	2	0.00	0.00	0.00	0.00	0.00	0.00	0.15	0.00	0.00	0.00	0.00	0.00	1.00	1.00
зашаять	2	2	0	0	1	100.00	100.00	100.00	100.00	0.09	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
вовсюда	6	6	38	37	35	13.64	13.95	16.22	16.67	0.61	0.00	2.25	0.20	0.27	0.00	0.77	0.00	0.31	1.00
бегушка	3	3	8	8	6	27.27	27.27	37.50	37.50	1.07	0.00	0.75	0.00	1.43	0.00	0.25	0.00	0.50	1.00
катанка	2	2	3	3	3	40.00	40.00	50.00	50.00	0.01	0.00	0.15	0.00	0.04	0.00	0.96	0.00	1.00	1.00
улановский	0	0	101	101	97	0.00	0.00	0.00	0.00	0.00	0.00	2.07	2.07	0.00	0.00	0.00	0.00	1.00	1.00
сгондобить	2	2	11	11	8	15.38	15.38	40.00	40.00	0.25	0.00	0.09	0.02	2.82	0.00	0.00	0.00	0.00	1.00
копщик	2	2	13	13	7	13.33	13.33	22.22	22.22	0.14	0.00	0.13	0.02	1.14	0.00	0.27	0.00	0.50	1.00
казёнщик	0	0	1	1	3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00
прибойка	3	3	7	7	6	30.00	30.00	33.33	33.33	4.41	0.00	0.99	0.00	4.46	0.00	0.00	0.00	0.00	1.00
фендебобер	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.23	0.00	0.00	0.00	0.00	0.00	1.00	1.00
микрушка	3	3	14	14	16	17.65	17.65	21.43	21.43	0.17	0.00	0.72	0.00	0.23	0.00	0.77	0.00	1.00	1.00
бодяться	1	1	2	2	3	33.33	33.33	100.00	100.00	0.05	0.00	0.00	0.00	11.55	0.00	0.00	0.00	0.00	1.00
мульский	1	1	2	2	1	33.33	33.33	33.33	33.33	0.29	0.00	0.03	0.00	10.24	0.00	0.00	0.00	0.00	1.00
чипыжи	3	3	3	3	8	50.00	50.00	60.00	60.00	0.49	0.00	0.25	0.00	1.96	0.00	0.00	0.00	0.00	1.00
мамбетизм	3	3	2	2	4	60.00	60.00	100.00	100.00	0.43	0.00	0.00	0.00	101.51	0.00	0.00	0.00	0.00	1.00
дерибас	0	0	130	130	109	0.00	0.00	0.00	0.00	0.00	0.00	1.79	0.74	0.00	0.00	0.00	0.00	1.00	1.00
хобза	1	1	23	22	26	4.17	4.35	6.67	7.14	0.05	0.00	2.70	0.59	0.02	0.00	0.98	0.00	1.00	1.00
каракат	3	3	29	29	31	9.38	9.38	15.00	15.00	0.47	0.00	0.64	0.05	0.74	0.00	0.41	0.00	0.75	1.00
фазанка	21	21	16	15	33	56.76	58.33	72.41	75.00	0.41	0.00	0.37	0.02	1.12	0.00	0.43	0.00	0.26	1.00
апушка	1	1	8	8	6	11.11	11.11	20.00	20.00	0.42	0.00	0.40	0.00	1.05	0.00	0.00	0.00	0.00	1.00
семский	1	1	3	3	5	25.00	25.00	25.00	25.00	0.14	0.00	1.35	0.00	0.10	0.00	0.90	0.00	1.00	1.00
опанелка	4	4	1	1	0	80.00	80.00	80.00	80.00	0.19	0.00	0.04	0.00	4.50	0.00	0.05	0.00	0.11	1.00
Ахтари	2	2	5	5	13	28.57	28.57	66.67	66.67	0.17	0.00	0.01	0.00	11.65	0.00	0.00	0.00	0.00	1.00
шарушки	3	3	3	3	10	50.00	50.00	60.00	60.00	0.20	0.00	0.30	0.00	0.66	0.00	0.34	0.00	1.00	1.00
селюковский	3	3	2	2	5	60.00	60.00	60.00	60.00	0.01	0.00	0.04	0.00	0.22	0.00	0.78	0.00	1.00	1.00
вотянка	3	3	1	1	1	75.00	75.00	75.00	75.00	0.86	0.00	0.10	0.00	8.79	0.00	0.00	0.00	0.00	1.00
царанка	1	1	1	1	1	50.00	50.00	50.00	50.00	0.29	0.00	0.15	0.00	1.94	0.00	0.00	0.00	0.00	1.00
кантарик	2	2	4	4	0	33.33	33.33	40.00	40.00	0.12	0.00	0.19	0.00	0.63	0.00	0.43	0.00	0.75	1.00
чебурята	1	1	5	5	2	16.67	16.67	16.67	16.67	0.19	0.00	0.87	0.00	0.22	0.00	0.78	0.00	1.00	1.00
кукси	5	5	84	83	86	5.62	5.68	7.69	7.81	3.39	0.00	14.17	3.35	0.24	0.00	0.76	0.00	0.75	1.00
скобарьё	2	2	1	1	0	66.67	66.67	66.67	66.67	0.02	0.00	0.39	0.00	0.04	0.00	0.96	0.00	1.00	1.00
прохилять	4	4	14	13	21	22.22	23.53	36.36	40.00	0.22	0.00	0.89	0.01	0.25	0.00	0.78	0.00	0.44	1.00
богодульник	1	1	0	0	0	100.00	100.00	100.00	100.00	0.13	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
хитник	2	2	20	20	18	9.09	9.09	11.76	11.76	0.09	0.00	0.37	0.01	0.24	0.00	0.76	0.00	1.00	1.00
хапчик	0	0	13	13	11	0.00	0.00	0.00	0.00	0.00	0.00	0.68	0.00	0.00	0.00	0.00	0.00	1.00	1.00
блондиться	4	4	5	5	12	44.44	44.44	57.14	57.14	0.71	0.00	0.04	0.00	19.62	0.00	0.00	0.00	0.00	1.00
бендёшка	1	1	1	1	1	50.00	50.00	50.00	50.00	0.15	0.00	0.01	0.00	19.31	0.00	0.00	0.00	0.00	1.00
мантовница	0	0	4	4	10	0.00	0.00	0.00	0.00	0.00	0.00	0.19	0.00	0.00	0.00	0.00	0.00	1.00	1.00
растринькать	4	4	0	0	2	100.00	100.00	100.00	100.00	0.01	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
ленпроектовский	0	0	1	1	1	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	1.00	1.00
бичёвка	4	4	71	70	70	5.33	5.41	8.16	8.33	0.27	0.00	1.97	0.08	0.14	0.00	0.86	0.00	1.00	1.00
дерибаска	0	0	36	36	20	0.00	0.00	0.00	0.00	0.00	0.00	0.51	0.07	0.00	0.00	0.00	0.00	1.00	1.00
пухта	1	1	0	0	0	100.00	100.00	100.00	100.00	0.01	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
уйковый	1	0	0	0	1	100.00	0.00	100.00	0.00	2.22	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
сырть	0	0	6	6	10	0.00	0.00	0.00	0.00	0.00	0.00	0.56	0.00	0.00	0.00	0.00	0.00	1.00	1.00
бендюжка	2	2	1	1	0	66.67	66.67	66.67	66.67	0.14	0.00	0.13	0.00	1.15	0.00	0.35	0.00	0.50	1.00
закольщик	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.09	0.00	0.00	0.00	0.00	0.00	1.00	1.00
калега	0	0	123	122	254	0.00	0.00	0.00	0.00	0.00	0.00	3.96	3.68	0.00	0.00	0.00	0.00	1.00	1.00
шишковать	4	4	4	4	8	50.00	50.00	57.14	57.14	0.09	0.00	0.60	0.00	0.15	0.00	0.85	0.00	1.00	1.00
одяжка	0	0	2	2	4	0.00	0.00	0.00	0.00	0.00	0.00	0.15	0.00	0.00	0.00	0.00	0.00	1.00	1.00
метельщица	0	0	2	2	10	0.00	0.00	0.00	0.00	0.00	0.00	0.89	0.00	0.00	0.00	0.00	0.00	1.00	1.00
балахманный	1	1	2	2	2	33.33	33.33	100.00	100.00	0.00	0.00	0.00	0.00	0.78	0.00	0.22	0.00	1.00	1.00
прощайки	2	2	9	9	7	18.18	18.18	22.22	22.22	0.32	0.00	0.42	0.00	0.77	0.00	0.39	0.00	0.75	1.00
люксовка	1	1	2	2	1	33.33	33.33	50.00	50.00	0.09	0.00	0.01	0.00	6.28	0.00	0.00	0.00	0.00	1.00
уёк	3	2	41	39	30	6.82	4.88	8.82	6.45	2.58	0.00	2.91	0.09	0.89	0.00	0.31	0.00	0.50	1.00
ламбина	1	1	34	34	38	2.86	2.86	4.55	4.55	0.37	0.00	0.60	0.06	0.61	0.00	0.39	0.00	1.00	1.00
курмыш	7	7	21	21	28	25.00	25.00	35.00	35.00	0.66	0.00	0.45	0.02	1.47	0.00	0.17	0.00	0.50	1.00
богодул	6	6	12	11	9	33.33	35.29	40.00	42.86	1.50	0.00	1.68	0.00	0.89	0.00	0.44	0.00	0.75	1.00
таксичка	2	2	7	7	11	22.22	22.22	33.33	33.33	1.98	0.00	0.67	0.00	2.95	0.00	0.00	0.00	0.00	1.00
измохратить	2	2	2	2	3	50.00	50.00	50.00	50.00	0.12	0.00	0.53	0.00	0.23	0.00	0.79	0.00	0.75	1.00
бадик	11	11	49	49	37	18.33	18.33	27.50	27.50	1.08	0.00	0.68	0.66	1.59	0.00	0.05	0.00	0.38	1.00
бендёга	0	0	2	2	4	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00
копач	4	4	111	107	139	3.48	3.60	4.30	4.49	0.34	0.00	5.56	0.31	0.06	0.00	0.94	0.00	1.00	1.00
бздышка	0	0	5	5	6	0.00	0.00	0.00	0.00	0.00	0.00	0.68	0.00	0.00	0.00	0.00	0.00	1.00	1.00
тосать	5	5	3	3	6	62.50	62.50	71.43	71.43	0.38	0.00	0.03	0.00	14.96	0.00	0.00	0.00	0.06	1.00
Кишин	0	0	14	14	22	0.00	0.00	0.00	0.00	0.00	0.00	0.41	0.00	0.00	0.00	0.00	0.00	1.00	1.00
ловки	1	1	0	0	0	100.00	100.00	100.00	100.00	0.29	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
Ижмуртск	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	1.00	1.00
неудобица	3	3	13	13	18	18.75	18.75	33.33	33.33	0.14	0.00	0.33	0.01	0.42	0.00	0.63	0.00	0.78	1.00
ильмак	2	2	1	1	1	66.67	66.67	66.67	66.67	0.26	0.00	0.03	0.00	9.08	0.00	0.00	0.00	0.00	1.00
перебуробить	1	1	1	1	1	50.00	50.00	100.00	100.00	0.19	0.00	0.00	0.00	91.57	0.00	0.00	0.00	0.00	1.00
Кёник	4	4	34	34	43	10.53	10.53	19.05	19.05	0.60	0.00	0.29	0.08	2.09	0.00	0.00	0.00	0.00	1.00
аргишить	0	0	5	5	6	0.00	0.00	0.00	0.00	0.00	0.00	1.47	0.00	0.00	0.00	0.00	0.00	1.00	1.00
автомиг	1	1	11	11	8	8.33	8.33	12.50	12.50	0.03	0.00	0.31	0.31	0.09	0.00	0.91	0.00	1.00	1.00
залепа	1	1	1	1	0	50.00	50.00	50.00	50.00	0.13	0.00	0.19	0.00	0.67	0.00	0.33	0.00	1.00	1.00
бодыч	1	1	1	1	1	50.00	50.00	50.00	50.00	0.08	0.00	0.01	0.00	5.83	0.00	0.00	0.00	0.00	1.00
богатка	1	1	10	10	5	9.09	9.09	25.00	25.00	0.10	0.00	0.05	0.01	2.02	0.00	0.00	0.00	0.00	1.00
матиться	4	4	17	17	25	19.05	19.05	26.67	26.67	0.59	0.00	0.41	0.01	1.46	0.00	0.00	0.00	0.00	1.00
ульяновка	1	1	140	137	116	0.71	0.72	0.90	0.93	0.35	0.00	5.88	2.89	0.06	0.00	0.94	0.00	1.00	1.00
гондобить	0	0	3	3	4	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.00	0.00	0.00	0.00	0.00	1.00	1.00
перекид	0	0	36	36	38	0.00	0.00	0.00	0.00	0.00	0.00	1.08	0.03	0.00	0.00	0.00	0.00	1.00	1.00
фендебоберный	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.00	0.00	0.00	0.00	0.00	1.00	1.00
чубарик	4	4	19	19	30	17.39	17.39	28.57	28.57	0.11	0.00	0.99	0.02	0.11	0.00	0.89	0.00	1.00	1.00
сахалярка	1	0	2	2	5	33.33	0.00	50.00	0.00	2.27	0.00	0.05	0.00	46.82	0.00	0.00	0.00	0.00	1.00
боровок	4	4	84	84	81	4.55	4.55	8.89	8.89	0.97	0.00	1.33	0.24	0.73	0.00	0.27	0.00	0.75	1.00
Крас	0	0	100	99	87	0.00	0.00	0.00	0.00	0.00	0.00	10.00	0.17	0.00	0.00	0.00	0.00	1.00	1.00
единка	2	2	12	12	7	14.29	14.29	22.22	22.22	1.31	0.00	0.97	0.01	1.35	0.00	0.00	0.00	0.00	1.00
бендёжка	3	3	4	4	1	42.86	42.86	50.00	50.00	0.19	0.00	0.60	0.00	0.32	0.00	0.68	0.00	1.00	1.00
блондать	1	1	2	2	2	33.33	33.33	50.00	50.00	0.07	0.00	0.15	0.00	0.43	0.00	0.57	0.00	1.00	1.00
сорога	10	10	48	47	42	17.24	17.54	25.64	26.32	0.47	0.00	2.10	0.06	0.23	0.00	0.77	0.00	1.00	1.00
кульбик	3	3	2	2	1	60.00	60.00	75.00	75.00	0.29	0.00	0.04	0.00	6.68	0.00	0.00	0.00	0.00	1.00
чебешка	1	0	7	7	3	12.50	0.00	16.67	0.00	2.27	0.00	0.42	0.00	5.43	0.00	0.00	0.00	0.00	1.00
харып	4	4	6	6	14	40.00	40.00	80.00	80.00	1.67	0.00	0.36	0.01	4.69	0.00	0.00	0.00	0.00	1.00
бормыш	3	3	0	0	0	100.00	100.00	100.00	100.00	0.38	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
тосаться	2	2	0	0	2	100.00	100.00	100.00	100.00	0.38	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
Севик	1	1	30	30	27	3.23	3.23	4.55	4.55	0.16	0.00	4.94	0.06	0.03	0.00	0.97	0.00	1.00	1.00
растягай	2	2	17	17	22	10.53	10.53	15.38	15.38	0.07	0.00	0.36	0.01	0.20	0.00	0.80	0.00	1.00	1.00
гомонок	4	4	7	6	9	36.36	40.00	44.44	50.00	0.14	0.00	0.84	0.00	0.16	0.00	0.84	0.00	0.89	1.00
роготать	1	1	14	14	16	6.67	6.67	7.69	7.69	0.08	0.00	0.99	0.24	0.09	0.00	0.91	0.00	1.00	1.00
дикнуть	1	1	1	1	4	50.00	50.00	100.00	100.00	0.38	0.00	0.00	0.00	182.10	0.00	0.00	0.00	0.00	1.00
солильщик	0	0	1	1	10	0.00	0.00	0.00	0.00	0.00	0.00	0.09	0.00	0.00	0.00	0.00	0.00	1.00	1.00
мантышница	1	1	51	51	64	1.92	1.92	3.12	3.12	1.28	0.00	1.67	0.06	0.77	0.00	0.23	0.00	1.00	1.00
подтопольник	2	2	1	1	2	66.67	66.67	100.00	100.00	0.07	0.00	0.00	0.00	63.69	0.00	0.00	0.00	0.00	1.00
мультифора	1	1	5	5	7	16.67	16.67	100.00	100.00	0.24	0.00	0.01	0.01	22.99	0.00	0.00	0.00	0.00	1.00
рипус	0	0	9	9	26	0.00	0.00	0.00	0.00	0.00	0.00	0.35	0.00	0.00	0.00	0.00	0.00	1.00	1.00
блондить	3	3	6	6	4	33.33	33.33	42.86	42.86	0.27	0.00	0.23	0.00	1.21	0.00	0.00	0.00	0.00	1.00
рыпа	1	1	45	45	49	2.17	2.17	3.45	3.45	0.29	0.00	1.23	0.04	0.23	0.00	0.77	0.00	1.00	1.00
копшук	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.24	0.00	0.00	0.00	0.00	0.00	1.00	1.00
чэбэшка	0	0	3	3	1	0.00	0.00	0.00	0.00	0.00	0.00	0.08	0.00	0.00	0.00	0.00	0.00	1.00	1.00
багул	2	2	17	17	9	10.53	10.53	15.38	15.38	1.94	0.00	0.68	0.01	2.87	0.00	0.00	0.00	0.00	1.00
чкаться	2	2	5	5	15	28.57	28.57	50.00	50.00	0.58	0.00	0.50	0.00	1.16	0.00	0.14	0.00	0.50	1.00
шатальщик	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.09	0.00	0.00	0.00	0.00	0.00	1.00	1.00
шандык	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00
бэрик	0	0	4	4	13	0.00	0.00	0.00	0.00	0.00	0.00	0.76	0.00	0.00	0.00	0.00	0.00	1.00	1.00
одоробла	0	0	2	2	1	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	1.00	1.00
Златка	0	0	25	25	11	0.00	0.00	0.00	0.00	0.00	0.00	0.48	0.04	0.00	0.00	0.00	0.00	1.00	1.00
сахаляр	0	0	3	3	5	0.00	0.00	0.00	0.00	0.00	0.00	0.24	0.00	0.00	0.00	0.00	0.00	1.00	1.00
молодожёнка	1	1	21	21	27	4.55	4.55	10.00	10.00	0.58	0.00	0.51	0.03	1.15	0.00	0.00	0.00	0.00	1.00
Зеленбург	0	0	1	1	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00
шишкобой	0	0	10	10	15	0.00	0.00	0.00	0.00	0.00	0.00	0.99	0.00	0.00	0.00	0.00	0.00	1.00	1.00
сморода	2	2	125	122	84	1.57	1.61	1.87	1.92	0.35	0.00	4.59	3.07	0.08	0.00	0.92	0.00	1.00	1.00
карпала	1	1	0	0	3	100.00	100.00	100.00	100.00	0.16	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
тутник	2	2	1	1	2	66.67	66.67	100.00	100.00	0.57	0.00	0.00	0.00	270.31	0.00	0.00	0.00	0.00	1.00
лапшак	0	0	1	1	1	0.00	0.00	0.00	0.00	0.00	0.00	0.10	0.00	0.00	0.00	0.00	0.00	1.00	1.00
строгалка	2	2	4	4	13	33.33	33.33	50.00	50.00	0.22	0.00	0.05	0.00	4.39	0.00	0.00	0.00	0.00	1.00
хмызня	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00
улусник	0	0	9	9	3	0.00	0.00	0.00	0.00	0.00	0.00	1.03	0.00	0.00	0.00	0.00	0.00	1.00	1.00
пустолёд	1	1	0	0	0	100.00	100.00	100.00	100.00	0.97	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
рогачка	1	1	8	7	3	11.11	12.50	12.50	14.29	0.41	0.00	8.33	0.00	0.05	0.00	0.95	0.00	1.00	1.00
одикнуть	0	0	10	10	10	0.00	0.00	0.00	0.00	0.00	0.00	0.22	0.00	0.00	0.00	0.00	0.00	1.00	1.00
капшук	0	0	42	42	31	0.00	0.00	0.00	0.00	0.00	0.00	1.03	0.16	0.00	0.00	0.00	0.00	1.00	1.00
горбовик	3	3	3	3	7	50.00	50.00	50.00	50.00	1.95	0.00	0.16	0.00	12.30	0.00	0.02	0.00	0.25	1.00
ераз	3	3	59	59	42	4.84	4.84	8.57	8.57	1.96	0.00	3.21	3.21	0.61	0.00	0.39	0.00	1.00	1.00
килец	0	0	4	4	3	0.00	0.00	0.00	0.00	0.00	0.00	0.14	0.00	0.00	0.00	0.00	0.00	1.00	1.00
максать	4	4	26	26	23	13.33	13.33	16.00	16.00	0.37	0.00	0.68	0.08	0.55	0.00	0.45	0.00	1.00	1.00
царанский	1	1	2	2	0	33.33	33.33	100.00	100.00	0.29	0.00	0.00	0.00	69.14	0.00	0.00	0.00	0.00	1.00
биндёжка	0	0	3	3	1	0.00	0.00	0.00	0.00	0.00	0.00	0.19	0.00	0.00	0.00	0.00	0.00	1.00	1.00
чушкарский	1	1	2	2	8	33.33	33.33	50.00	50.00	0.65	0.00	0.01	0.00	84.68	0.00	0.00	0.00	0.00	1.00
рогатник	0	0	1	1	4	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	1.00	1.00
молзавод	21	19	23	19	42	47.73	50.00	55.26	59.38	0.88	0.00	0.93	0.02	0.95	0.00	0.47	0.00	0.48	1.00
вихотка	16	16	19	19	35	45.71	45.71	61.54	61.54	0.26	0.00	0.05	0.02	5.51	0.00	0.02	0.00	0.07	1.00
хабот	0	0	3	3	0	0.00	0.00	0.00	0.00	0.00	0.00	0.26	0.00	0.00	0.00	0.00	0.00	1.00	1.00
шобон	0	0	1	1	1	0.00	0.00	0.00	0.00	0.00	0.00	0.51	0.00	0.00	0.00	0.00	0.00	1.00	1.00
швендаться	0	0	1	1	5	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00	1.00	1.00
максовать	3	3	0	0	5	100.00	100.00	100.00	100.00	0.35	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
каскадник	1	1	1	1	1	50.00	50.00	50.00	50.00	0.24	0.00	0.07	0.00	3.61	0.00	0.00	0.00	0.00	1.00
трущобник	3	3	14	14	25	17.65	17.65	25.00	25.00	0.10	0.00	0.33	0.01	0.29	0.00	0.71	0.00	1.00	1.00
оторвановка	0	0	3	3	2	0.00	0.00	0.00	0.00	0.00	0.00	0.24	0.00	0.00	0.00	0.00	0.00	1.00	1.00
граз	3	3	92	91	88	3.16	3.19	5.36	5.45	1.96	0.00	2.27	0.08	0.86	0.00	0.14	0.00	1.00	1.00
Бирик	6	5	2	2	8	75.00	71.43	85.71	83.33	3.36	0.00	0.01	0.00	506.12	0.00	0.00	0.00	0.00	1.00
тырсить	1	1	11	11	10	8.33	8.33	12.50	12.50	0.05	0.00	0.24	0.00	0.20	0.00	0.80	0.00	1.00	1.00
нартушка	3	0	0	0	1	100.00	0.00	100.00	0.00	9.09	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
засыпушка	4	4	3	2	3	57.14	66.67	57.14	66.67	0.23	0.00	8.44	0.00	0.03	0.00	0.97	0.00	0.50	1.00
Соснобыль	0	0	9	9	5	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.04	0.00	0.00	0.00	0.00	1.00	1.00
изнахратить	10	10	11	10	25	47.62	50.00	62.50	66.67	0.22	0.00	1.13	0.01	0.19	0.00	0.82	0.00	0.81	1.00
крутчик	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.58	0.00	0.00	0.00	0.00	0.00	1.00	1.00
винарка	4	4	2	2	3	66.67	66.67	80.00	80.00	0.37	0.00	0.57	0.00	0.64	0.00	0.36	0.00	1.00	1.00
хилять	9	9	135	135	147	6.25	6.25	11.54	11.54	0.53	0.00	1.00	0.15	0.53	0.00	0.59	0.00	0.80	1.00
хабарь	3	3	126	125	68	2.33	2.34	2.40	2.42	0.25	0.00	3.45	3.45	0.07	0.00	0.93	0.00	1.00	1.00
кинодворец	4	4	8	8	11	33.33	33.33	66.67	66.67	0.01	0.00	0.02	0.01	0.85	0.00	0.15	0.00	1.00	1.00
мулёвский	1	1	1	1	3	50.00	50.00	100.00	100.00	0.29	0.00	0.00	0.00	138.29	0.00	0.00	0.00	0.00	1.00
позница	4	4	4	4	5	50.00	50.00	80.00	80.00	1.04	0.00	0.06	0.00	17.51	0.00	-0.00	0.00	0.00	1.00
головар	1	1	7	7	5	12.50	12.50	12.50	12.50	1.89	0.00	0.36	0.00	5.28	0.00	0.00	0.00	0.00	1.00
наготово	1	1	7	7	10	12.50	12.50	20.00	20.00	0.38	0.00	1.47	0.00	0.26	0.00	0.74	0.00	1.00	1.00
чебэшка	0	0	2	2	0	0.00	0.00	0.00	0.00	0.00	0.00	0.35	0.00	0.00	0.00	0.00	0.00	1.00	1.00
схилять	1	1	44	44	40	2.22	2.22	2.44	2.44	0.13	0.00	1.52	1.34	0.09	0.00	0.91	0.00	1.00	1.00
Архара	1	1	3	3	0	25.00	25.00	25.00	25.00	0.35	0.00	1.03	0.00	0.34	0.00	0.66	0.00	1.00	1.00
голить	7	7	165	162	121	4.07	4.14	4.79	4.90	0.25	0.00	3.15	3.64	0.08	0.00	0.92	0.00	1.00	1.00
бичиха	11	10	17	17	27	39.29	37.04	42.31	40.00	1.02	0.00	0.37	0.02	2.75	0.00	0.11	0.00	0.20	1.00
бозо	1	1	23	23	22	4.17	4.17	9.09	9.09	1.28	0.00	0.40	0.03	3.22	0.00	0.00	0.00	0.00	1.00
боза	0	0	12	12	6	0.00	0.00	0.00	0.00	0.00	0.00	0.51	0.00	0.00	0.00	0.00	0.00	1.00	1.00
анакомчик	0	0	2	2	0	0.00	0.00	0.00	0.00	0.00	0.00	0.08	0.00	0.00	0.00	0.00	0.00	1.00	1.00
гороховица	2	2	1	1	3	66.67	66.67	100.00	100.00	0.76	0.00	0.00	0.00	364.19	0.00	0.00	0.00	0.00	1.00
шафрейка	0	0	3	3	1	0.00	0.00	0.00	0.00	0.00	0.00	0.28	0.00	0.00	0.00	0.00	0.00	1.00	1.00
обремкаться	1	1	0	0	2	100.00	100.00	100.00	100.00	0.05	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
горошница	6	6	26	25	39	18.75	19.35	35.29	37.50	0.24	0.00	1.40	0.03	0.17	0.00	0.83	0.00	0.89	1.00
балок	3	2	62	61	63	4.62	3.17	7.32	5.13	11.67	0.00	1.17	0.05	10.00	0.00	0.05	0.00	0.44	1.00
несграбный	1	1	3	3	6	25.00	25.00	50.00	50.00	0.00	0.00	0.01	0.00	0.42	0.00	0.58	0.00	1.00	1.00
хмызник	4	4	4	4	5	50.00	50.00	57.14	57.14	0.70	0.00	0.15	0.00	4.53	0.00	0.01	0.00	0.11	1.00
мелуза	1	1	3	3	4	25.00	25.00	50.00	50.00	0.29	0.00	0.01	0.00	37.55	0.00	0.00	0.00	0.00	1.00
сущик	0	0	15	15	35	0.00	0.00	0.00	0.00	0.00	0.00	0.38	0.01	0.00	0.00	0.00	0.00	1.00	1.00
