Лемма	positive		negative		not positive	pos fraction		pos fraction without Moscow		mean pos percentage		mean neg percentage		pos neg ratio		percentage defect		rank defect	
бодлон	0	0	5	5	9	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	1.00	1.00
расколотка	0	0	3	3	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00
отпадывать	4	4	6	6	3	40.00	40.00	44.44	44.44	0.01	0.00	0.04	0.00	0.17	0.00	0.83	0.00	1.00	1.00
подглазины	2	2	1	1	4	66.67	66.67	66.67	66.67	0.01	0.00	0.01	0.00	2.26	0.00	0.10	0.00	0.25	1.00
буузная	1	1	1	1	0	50.00	50.00	50.00	50.00	0.02	0.00	0.01	0.00	2.26	0.00	0.00	0.00	0.00	1.00
бэрик	0	0	1	1	4	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00
вихотка	8	8	5	5	7	61.54	61.54	80.00	80.00	0.01	0.00	0.00	0.00	7.14	0.00	0.02	0.00	0.06	1.00
молзавод	1	1	4	4	5	20.00	20.00	25.00	25.00	0.02	0.00	0.12	0.00	0.15	0.00	0.85	0.00	1.00	1.00
перетяг	0	0	6	6	3	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	1.00	1.00
красноголовик	4	4	4	4	4	50.00	50.00	66.67	66.67	0.01	0.00	0.00	0.00	5.02	0.00	0.00	0.00	0.00	1.00
перекид	1	1	20	20	11	4.76	4.76	5.26	5.26	0.00	0.00	0.07	0.00	0.02	0.00	0.98	0.00	1.00	1.00
однёрка	2	2	26	26	23	7.14	7.14	7.69	7.69	0.00	0.00	0.04	0.00	0.06	0.00	0.94	0.00	1.00	1.00
сгондобить	0	0	3	3	4	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	1.00	1.00
курмыши	0	0	3	3	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00
тырсить	0	0	9	9	1	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	1.00	1.00
заколенники	0	0	2	2	0	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	1.00	1.00
трущобник	0	0	2	2	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00
бичарня	0	0	2	2	0	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	1.00	1.00
шкара	0	0	21	21	23	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	1.00	1.00
Черник	0	0	1	1	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00
похожать	0	0	11	11	2	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	1.00	1.00
сворот	3	3	5	5	3	37.50	37.50	37.50	37.50	0.01	0.00	0.01	0.00	2.08	0.00	0.00	0.00	0.00	1.00
ераз	0	0	12	12	8	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	1.00	1.00
дрягаться	1	1	3	3	1	25.00	25.00	50.00	50.00	0.01	0.00	0.02	0.00	0.52	0.00	0.48	0.00	1.00	1.00
метельщица	0	0	1	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00
долбан	0	0	136	136	114	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.03	0.00	0.00	0.00	0.00	1.00	1.00
лямой	0	0	15	15	6	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.00	0.00	1.00	1.00
заодним	5	5	3	3	12	62.50	62.50	62.50	62.50	0.01	0.00	0.00	0.00	2.62	0.00	0.09	0.00	0.33	1.00
Барнауполь	1	1	0	0	0	100.00	100.00	100.00	100.00	0.00	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
скиба	1	1	0	0	0	100.00	100.00	100.00	100.00	0.00	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
сахалярка	1	1	1	1	0	50.00	50.00	50.00	50.00	0.01	0.00	0.00	0.00	3.36	0.00	0.00	0.00	0.00	1.00
блондиться	1	1	2	2	4	33.33	33.33	33.33	33.33	0.01	0.00	0.01	0.00	1.09	0.00	0.00	0.00	0.00	1.00
мастерка	3	3	0	0	3	100.00	100.00	100.00	100.00	0.01	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
ленпроект	2	2	4	4	6	33.33	33.33	33.33	33.33	0.01	0.00	0.04	0.00	0.35	0.00	0.65	0.00	1.00	1.00
автомиг	0	0	7	7	1	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	1.00	1.00
Севик	0	0	1	1	4	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	1.00	1.00
вехотка	6	6	7	7	8	46.15	46.15	60.00	60.00	0.01	0.00	0.01	0.00	1.17	0.00	0.27	0.00	0.44	1.00
домушка	2	2	5	5	7	28.57	28.57	0.00	0.00	0.00	0.00	0.01	0.00	0.12	0.00	0.88	0.00	1.00	1.00
улановский	1	1	14	14	9	6.67	6.67	7.14	7.14	0.02	0.00	0.05	0.00	0.36	0.00	0.64	0.00	1.00	1.00
полоротство	1	1	0	0	1	100.00	100.00	100.00	100.00	0.01	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
мультифор	0	0	26	26	8	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.01	0.00	0.00	0.00	0.00	1.00	1.00
помогайка	0	0	7	7	9	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.00	0.00	0.00	0.00	0.00	1.00	1.00
пиндитный	1	1	1	1	3	50.00	50.00	100.00	100.00	0.00	0.00	0.00	0.00	6.75	0.00	0.00	0.00	0.00	1.00
жердель	3	3	2	2	3	60.00	60.00	60.00	60.00	0.00	0.00	0.00	0.00	0.44	0.00	0.56	0.00	1.00	1.00
газява	11	11	3	3	4	78.57	78.57	78.57	78.57	0.01	0.00	0.01	0.00	1.42	0.00	0.13	0.00	0.31	1.00
капшук	0	0	12	12	4	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	1.00	1.00
ссобойка	0	0	5	5	9	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	1.00	1.00
грибовница	4	4	5	5	10	44.44	44.44	66.67	66.67	0.02	0.00	0.00	0.00	4.72	0.00	0.00	0.00	0.00	1.00
паровать	4	4	2	2	5	66.67	66.67	80.00	80.00	0.00	0.00	0.00	0.00	0.13	0.00	0.87	0.00	1.00	1.00
чепыжи	1	1	7	7	7	12.50	12.50	14.29	14.29	0.01	0.00	0.02	0.00	0.54	0.00	0.46	0.00	1.00	1.00
Юганск	2	2	19	19	10	9.52	9.52	10.53	10.53	0.01	0.00	0.11	0.11	0.13	0.00	0.87	0.00	1.00	1.00
Черних	1	1	8	8	2	11.11	11.11	14.29	14.29	0.01	0.00	0.01	0.00	1.59	0.00	0.00	0.00	0.00	1.00
гомонок	1	1	3	3	0	25.00	25.00	33.33	33.33	0.00	0.00	0.01	0.00	0.43	0.00	0.57	0.00	1.00	1.00
квач	2	2	0	0	2	100.00	100.00	100.00	100.00	0.00	0.00	0.00	0.00	inf	0.00	0.00	0.00	0.00	1.00
хабот	0	0	3	3	0	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	1.00	1.00
